,genes,symbol,entrezgene,log_fold_change,p_val,pval_adj,total_num_of_ligands,path,geneNames,num_genesinpathway,num_genesinbigM,geneNamesDE,num_genesDE,hypergeometric
10,ENSG00000128052,KDR,3791,1.5183518,0.0004610044614324684,0.006115932728614789,8,PID_S1P_S1P1_PATHWAY,"PLCG1,RHOA,KDR,GNAO1,PTGS2,MAPK1,S1PR1,VEGFA,ITGAV,SPHK1,RAC1,ITGB3,GNAZ,PLCB2,PDGFRB,ABCC1,GNAI2,PDGFB,GNAI3,MAPK3,GNAI1",21,21,KDR,1,0.5263018986844347
11,ENSG00000128052,KDR,3791,1.5183518,0.0004610044614324684,0.006115932728614789,8,PID_SHP2_PATHWAY,"EGFR,NTRK2,RHOA,GNAI3,nan,NTF4,nan,IL6R,IRS1,SOS1,ANGPT1,EGF,nan,NRAS,NOS3,PRKACA,FRS2,TEK,nan,NTRK3,NTRK1,IFNGR1,STAT1,PDGFRB,GNAI1,BDNF,ARHGAP35,PIK3CA,PTPN11,JAK2,GRB2,MAP2K1,IL2RB,AFDN,PDGFB,KRAS,FRS3,PAG1,PIK3R1,SDC2,GAB2,JAK1,IGF1R,RAF1,LMO4,LCK,IL6ST,SHC1,IL6,VEGFA,KDR,MAP2K2,GAB1,HRAS,JAK3,nan,NGF",57,52,"IL6R,ANGPT1,TEK,KDR,JAK3",5,0.25579743985808534
12,ENSG00000128052,KDR,3791,1.5183518,0.0004610044614324684,0.006115932728614789,8,PID_TCPTP_PATHWAY,"HGF,CREBBP,KPNA2,PIK3R2,PIK3CA,PTPN1,GRB2,PDGFRB,PIK3CD,KDR,CSF1R,EIF2AK2,PTPN2,PIK3R1,PDGFB,CSF1,JAK3,EGF,PIAS1,ITGA1,RAB4A,nan,SHC1,STAT3,LMAN1,SRC,VEGFA,PIK3CB,GAB1,ITGB1,JAK1,STAT1,KPNB1,STAT5A,INSR,SOS1,MET,STAT6,STAT5B,EGFR,PIK3R3,ATR",42,41,"KDR,JAK3",2,0.6684220056567938
13,ENSG00000128052,KDR,3791,1.5183518,0.0004610044614324684,0.006115932728614789,8,PID_VEGFR1_2_PATHWAY,"MAPK1,AKAP1,MAP2K2,ROCK1,PRKAA1,PTK2,MAP2K6,PRKCA,KDR,CDH5,MAPK14,FYN,GRB10,GRB2,VEGFA,PIK3R1,CDC42,PTPRJ,HSP90AB1,PRKCB,MAPKAPK2,MAPK11,HGS,PTPN11,ARF1,MYOF,VCL,DNM2,ITGB3,PTPN6,NCK1,FBXW11,CBL,PDPK1,MAP2K1,PRKACA,RAF1,NCK2,SH2D2A,PRKAB1,PRKAG1,VTN,MAP2K3,FLT1,CAMKK2,PIK3CA,PTK2B,PRKAA2,MAPK3,PLCG1,IQGAP1,SRC,ITGAV,GAB1,CTNNB1,PRKCD,AKT1,PTPN2,PAK2,CTNNA1,SHB,HSP90AA1,PXN,NOS3,NEDD4,CAV1,BRAF,FES,RHOA",69,69,KDR,1,0.9811775369728286
14,ENSG00000128052,KDR,3791,1.5183518,0.0004610044614324684,0.006115932728614789,8,PID_VEGF_VEGFR_PATHWAY,"FLT1,VEGFA,PGF,VEGFD,NRP2,KDR,FLT4,VEGFB,NRP1,VEGFC",10,10,"KDR,FLT4",2,0.0432517230531503
15,ENSG00000074181,NOTCH3,4854,1.4962312,0.00016248309186381129,0.0027089784924677974,3,PID_NOTCH_PATHWAY,"NCOR1,NOTCH1,DTX1,FURIN,nan,DLL1,DNM1,nan,RAB11A,NEURL1,CTBP1,FBXW7,NUMB,CBL,MFAP2,MYCBP,DLL4,MAML1,SPEN,MYC,SKP2,nan,NOTCH2,PSEN1,MAML2,YY1,GATA3,ENO1,ITCH,nan,APH1B,LNX1,NCOR2,RBPJ,CDKN1A,JAG2,ADAM12,nan,EPS15,DNER,SKP1,NOTCH3,RBBP8,NOTCH4,JAG1,APH1A,DLL3,PSENEN,nan,NCSTN,CCND1,EP300,HDAC1,MARK2,MIB1,ADAM10,CUL1,nan,KDM1A",59,52,"DTX1,NEURL1,MYC,MAML2,GATA3,NOTCH3",6,0.13351436652530124
16,ENSG00000063660,GPC1,2817,1.357921,1.0766967667770057e-05,0.0003080557448665344,7,PID_GLYPICAN_1PATHWAY,"BLK,SRC,TGFB3,NRG1,nan,FGF2,nan,nan,TGFB2,VEGFA,TGFBR1,YES1,FGFR1,TGFB1,LYN,LAMA1,APP,TGFBR2,LCK,SMAD2,SLIT2,FYN,SERPINC1,GPC1,nan,PRNP,FLT1",27,23,"BLK,SERPINC1,GPC1",3,0.11620538399648214
17,ENSG00000114812,VIPR1,7433,1.1344559,0.0032978183235264124,0.026931524728295336,2,PID_REG_GR_PATHWAY,"YWHAH,FKBP5,BAX,VIPR1,MMP1,NR4A1,IL6,MAPK8,HDAC1,nan,POU2F1,STAT1,BGLAP,GATA3,AKT1,PRKACB,SGK1,HDAC2,STAT5B,EGR1,CDK5R1,NCOA2,nan,GSK3B,SMARCD1,RELA,SUMO2,PPP5C,TP53,POMC,nan,STAT5A,SMARCC2,SMARCA4,TBP,ICAM1,nan,SFN,MDM2,MAPK3,CSF2,NFATC1,nan,NR1I3,CREBBP,EP300,IRF1,FOS,nan,FKBP4,MAPK9,NFKB1,MAPK10,NR3C1,nan,KMT5B,CGA,PBX1,nan,HSP90AA1,TSG101,MAPK1,MAPK14,nan,SPI1,SELE,MAPK11,NCOA1,SMARCC1,JUN,PRKACA,nan,nan,KRT17,nan,CREB1,IL13,CDKN1A,CXCL8,nan,PCK2,CDK5",82,69,"FKBP5,VIPR1,GATA3,POMC,NR1I3,MAPK10,IL13",7,0.20660244177979153
18,ENSG00000005884,ITGA3,3675,0.3347109,0.0013346280449940497,0.013603630252338454,18,PID_ARF6_TRAFFICKING_PATHWAY,"PIP5K1C,SLC2A4,DNM2,ARF6,ITGA2,ITGA1,NME1,EXOC6,MAPK8IP3,nan,ITGB1,ITGA4,VAMP3,SPAG9,EXOC2,ITGA8,CPE,CTNNB1,ASAP2,EXOC4,PLD2,ITGA6,ITGA5,RALA,CTNNA1,ITGAV,PLD1,EXOC3,CTNND1,nan,nan,AGTR1,EDNRB,SCAMP2,ADRB2,ITGA3,ACAP1,nan,CLTC,EXOC1,ITGA10,ITGA11,ITGA7,EXOC7,EXOC5,nan,KLC1,CDH1,BIN1",49,44,"CPE,ITGA10,CDH1",3,0.49663005380706304
19,ENSG00000005884,ITGA3,3675,0.3347109,0.0013346280449940497,0.013603630252338454,18,PID_CXCR4_PATHWAY,"MMP9,ITGA8,HGS,PTPN6,ITGA7,ITGA2,GNAZ,nan,RAC1,PTEN,RALB,ITGAV,PTK2,LCK,LIMK1,nan,PDPK1,RHOC,PLCB2,PLCB1,PTPN11,RHOB,nan,RAP1B,PAG1,RACK1,STAT3,VPS4B,PLCB3,ITCH,GNAO1,nan,LYN,STAT2,CFL1,ARRB2,nan,ITGA5,PIK3CB,ITGA4,GNAI3,BAD,GRK2,ITGA11,GNA13,nan,SSH1,PAK1,GNAI1,RHOA,ITGA10,ITGA6,SRC,nan,GNG2,nan,GNB1,STAT5B,CXCL12,CRK,nan,PIK3R1,nan,PIK3R2,GRK6,ITGA1,PTK2B,CSK,nan,nan,VPS4A,nan,GNAI2,BCAR1,CXCR4,BLK,PIK3CG,MTOR,PIK3CA,RICTOR,FOXO1,nan,PXN,ITGB1,UBQLN1,STAT5A,STAT1,PIK3R3,YES1,PRKCZ,AKT1,MLST8,MAPKAP1,FYN,nan,PIK3CD,ITGA3,CDC42,DNM1,JAK2",100,85,"MMP9,ITGA10,BLK",3,0.9278555893338782
20,ENSG00000005884,ITGA3,3675,0.3347109,0.0013346280449940497,0.013603630252338454,18,PID_DELTA_NP63_PATHWAY,"nan,WWP1,nan,CEBPD,POU2F2,STXBP4,ATM,FOSL2,RRAD,VDR,GSK3B,PPP2R5A,MDM2,RACK1,NRG1,PERP,CDKN2A,SEC14L2,IGFBP3,CCNB2,TCF7L1,MRE11,ITGA3,nan,ITCH,HES1,BDKRB2,FASN,YAP1,SFN,ADRM1,DLX6,TOP2A,HELLS,BRCA2,RUNX1,nan,AXL,NOTCH1,IL1A,nan,DLX5,COL5A1,FBXW7,ADA,RAB38,HBP1",47,42,CEBPD,1,0.871738557685549
21,ENSG00000005884,ITGA3,3675,0.3347109,0.0013346280449940497,0.013603630252338454,18,PID_IL23_PATHWAY,"IL1B,IL12RB1,nan,IL18RAP,nan,nan,SOCS3,nan,nan,IL6,TNF,PIK3CA,NFKBIA,PIK3R1,JAK2,ITGA3,STAT4,nan,TYK2,STAT1,nan,CXCL1,IL18,NOS2,IL19,NFKB1,nan,STAT3,RELA,IL23A,STAT5A,nan,IL24,CCL2,nan,nan,IL18R1",37,26,"IL12RB1,IL18RAP,STAT4,NOS2,IL19,IL18R1",6,0.004149403857952529
22,ENSG00000005884,ITGA3,3675,0.3347109,0.0013346280449940497,0.013603630252338454,18,PID_INTEGRIN1_PATHWAY,"ITGA3,nan,COL4A4,IGSF8,COL5A1,COL11A1,ITGA7,CD81,NID1,VTN,TGFBI,PLAU,LAMB1,COL4A1,ITGB1,COL7A1,LAMA4,LAMA1,ITGA5,COL6A2,THBS2,PLAUR,COL2A1,COL4A5,ITGA10,COL1A1,LAMA2,COL5A2,SPP1,COL18A1,LAMC1,ITGA4,nan,VCAM1,CD14,COL3A1,THBS1,ITGA11,COL1A2,LAMC2,LAMA3,CSPG4,nan,COL6A1,LAMB3,FBN1,MDK,FN1,ITGA1,VEGFA,ITGAV,COL4A6,LAMA5,nan,COL6A3,TGM2,nan,ITGA2,LAMB2,JAM2,nan,ITGA6,COL11A2,TNC,ITGA8,nan",66,59,"COL4A4,THBS2,COL2A1,ITGA10,LAMA2,COL3A1,COL1A2,COL4A6,COL6A3,JAM2",10,0.008095467404748345
23,ENSG00000005884,ITGA3,3675,0.3347109,0.0013346280449940497,0.013603630252338454,18,PID_INTEGRIN_CS_PATHWAY,"ITGA2B,ITGA7,ITGA3,ITGA8,ITGA5,ITGB1,ITGAE,nan,nan,ITGB5,ITGB8,ITGA11,ITGB4,ITGA6,ITGA2,ITGA10,nan,ITGA1,ITGB2,ITGB3,ITGAV,nan,ITGB7,nan,ITGA4,ITGAX",26,21,"ITGB4,ITGA10,ITGB7",3,0.08927509255580506
24,ENSG00000005884,ITGA3,3675,0.3347109,0.0013346280449940497,0.013603630252338454,18,PID_REELIN_PATHWAY,"LRP8,ITGA3,CBL,MAPK8,MAP1B,MAP2K7,NCK2,MAPT,PIK3R1,CRKL,ARHGEF2,LRPAP1,GSK3B,VLDLR,RAPGEF1,DAB1,CDK5R1,AKT1,MAP3K11,ITGB1,RELN,RAP1A,PIK3CA,CDK5,FYN,GRIN2B,PAFAH1B1,GRIN2A",28,28,"LRP8,DAB1,RELN,GRIN2B",4,0.07593838609505321
25,ENSG00000005884,ITGA3,3675,0.3347109,0.0013346280449940497,0.013603630252338454,18,PID_TAP63_PATHWAY,"MFGE8,OGG1,EP300,NQO1,nan,YWHAQ,S100A2,CDKN1A,ITGB4,PML,BBC3,GADD45A,CHUK,nan,SP1,MDM2,TRAF4,ITGA3,NOC2L,FAS,PMAIP1,ITCH,WWP1,HBP1,PRKCD,IGFBP3,FLOT2,nan,DICER1,TFAP2C,SSRP1,ADA,nan,SPATA18,PERP,CLCA2,JAG1,TP53I3,DHRS3,CABLES1,CDKN2A,VDR,PLK1,BAX,IKBKB,EVPL,AEN,FDXR,GDF15,ABL1,EGR2,SHH,SMARCD3,DST",54,50,"MFGE8,ITGB4,FAS,CLCA2,EGR2",5,0.22781951268918987
26,ENSG00000005884,ITGA3,3675,0.3347109,0.0013346280449940497,0.013603630252338454,18,PID_UPA_UPAR_PATHWAY,"nan,nan,MMP3,PDGFD,VTN,nan,VLDLR,TGFB1,ITGA5,GPLD1,nan,FPR1,LRP1,FN1,PDGFRB,NCL,ITGB5,nan,RAC1,ITGB3,CRK,DOCK1,EGFR,HGF,PLAUR,nan,PLAU,nan,MMP9,nan,SERPINE1,nan,MMP13,BCAR1,nan,CTRC,ITGB1,ITGB2,SRC,ITGA3,ITGAV,FPR2",42,32,"FPR1,MMP9,SERPINE1",3,0.26870936783986404
0,ENSG00000134853,PDGFRA,5156,2.6979403,4.3324588310182135e-09,4.4886041075264655e-07,4,WP_ALLOGRAFT_REJECTION,"TNF,GABPA,nan,HLA-DRB1,nan,TGFB1,CSNK2A2,GDNF,nan,nan,nan,nan,FAS,nan,nan,HLA-DPB1,IL1B,HLA-DPA1,nan,nan,TUBA1B,nan,CASP3,CD40,nan,C2,nan,C3,nan,nan,nan,PDGFRA,HLA-F,HLA-E,PRKCZ,nan,CASP7,HLA-DRB5,nan,nan,CASP8,LRRK2,nan,nan,CASP9,C5,nan,nan,CXCL11,VEGFA,ABCB1,STAT1,nan,BHMT2,nan,nan,nan,CXCL8,nan,nan,PECR,C9,nan,nan,VIM,CXCL12,MICA,HARS1,IL1A,IL13,HLA-DOB,HLA-DOA,nan,nan,IL12A,AGTR1,HLA-DMB,HLA-DMA,HLA-C,HLA-B,HLA-A,COL5A1,nan,nan,nan,nan,nan,nan,CD55",89,50,"FAS,HLA-DPA1,C2,C3,PDGFRA,ABCB1,IL13,IL12A,HLA-DMA",9,0.006861302672996801
1,ENSG00000134853,PDGFRA,5156,2.6979403,4.3324588310182135e-09,4.4886041075264655e-07,4,WP_ANGIOGENESIS,"TIMP2,TEK,SMAD1,HIF1A,MAPK1,TIMP3,PDGFB,VEGFA,KDR,PDGFRA,FGFR2,PIK3CA,ANGPT1,FGF2,MAPK14,CREBBP,FLT1,PLCG1,ARNT,AKT1,PTK2,SRC,NOS3,MMP9",24,24,"TEK,KDR,PDGFRA,FGFR2,ANGPT1,MMP9",6,0.002525071987622914
2,ENSG00000134853,PDGFRA,5156,2.6979403,4.3324588310182135e-09,4.4886041075264655e-07,4,WP_CARDIAC_PROGENITOR_DIFFERENTIATION,"nan,TGFB1,nan,NRG1,IGF1,nan,ROR2,MYLK3,MEF2C,GATA4,FOXA2,SOX17,PDGFRA,CXCR4,TNNI3,nan,MESP1,NOTCH1,SIRPA,NANOG,nan,nan,BMP1,SCN5A,nan,LIN28B,ANPEP,NKX2-5,PAX6,NOG,KIT,BMP4,FGF2,MAPK14,nan,ACTC1,nan,DKK1,nan,KDR,ISL1,NCAM1,nan,THY1,GSK3B,MESP2,nan,INHBA,TBX20,SOX1,MYL2,SOX2,MIXL1",53,41,"PDGFRA,BMP1,SCN5A,ANPEP,KDR,TBX20,MYL2",7,0.017232727980158867
3,ENSG00000134853,PDGFRA,5156,2.6979403,4.3324588310182135e-09,4.4886041075264655e-07,4,WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE,"HGF,NRG2,RPS6KB2,PRKCG,RPS6KB1,NRAS,IGF1R,NRG1,RPS6,CCND1,JAK1,BCL2L11,JAK2,BRAF,BCL2,MYC,BCL2L1,IGF1,GAS6,AXL,PLCG1,NF1,PRKCA,PLCG2,PRKCB,SHC4,FOXO3,EIF4EBP1,EIF4E,GAB1,RRAS2,SHC2,PDGFA,MAPK1,PDGFB,MAPK3,PDGFRA,IL6R,EIF4E2,PDGFD,IL6,ARAF,MTOR,AKT1,RRAS,AKT2,SHC3,SRC,KRAS,VEGFA,MET,SOS1,STAT3,HRAS,BAD,EGF,PDGFC,FGF2,GRB2,PDGFRB,MRAS,PIK3R3,EGFR,PIK3R1,PIK3R2,KDR,SHC1,TGFA,RAF1,FGFR2,ERBB3,ERBB2,FGFR3,PIK3CA,PDPK1,PIK3CB,BAX,PIK3CD,PTEN,GSK3B,AKT3,SOS2,MAP2K1,MAP2K2",84,84,"MYC,PDGFRA,IL6R,KDR,FGFR2",5,0.7012786068230578
4,ENSG00000134853,PDGFRA,5156,2.6979403,4.3324588310182135e-09,4.4886041075264655e-07,4,WP_ESC_PLURIPOTENCY_PATHWAYS,"PTPN11,nan,ACTR2,FGF22,DVL1,ACVR1,DVL3,GAB1,DVL2,PDGFA,PDGFB,nan,PDGFRA,WNT4,ARAF,FGF18,nan,SOS1,AXIN1,STAT3,ERAS,HRAS,NOG,MDM2,nan,nan,BMP4,BMPR1A,FZD5,FZD3,PDGFRB,BMPR1B,BMPR2,FGF17,FGF16,WNT3,FZD1,FZD4,nan,SMAD1,PIK3R2,WNT6,WNT5A,FZD8,WNT7B,MAPK12,WNT7A,FZD9,SMAD4,FZD6,FZD7,WNT1,PIK3CD,MAP2K5,PTEN,MAP2K6,AKT3,SELENOP,MAP2K1,MAP2K2,MAP2K3,nan,FOS,SMAD5,SMAD6,WNT10B,SMAD7,SMAD9,WNT2B,WNT11,JAK1,BRAF,CTNNB1,WNT10A,MAPK1,MAPK4,MAPK6,MAPK7,IL6ST,APC,MTOR,AKT1,AKT2,JUN,nan,nan,nan,FGF7,nan,FGF5,nan,nan,nan,GRB2,FGF2,EGF,FGF1,ELK1,LIF,EGFR,LIFR,nan,LRP6,LRP5,nan,RAF1,FGFR4,FGFR2,FGFR3,FGFR1,GSK3B,WNT5B,FZD2,FGF14,FGF13,FGF12,FGF11,nan",118,101,"PDGFRA,FGF17,FGF16,WNT6,FGFR4,FGFR2",6,0.737081890150699
5,ENSG00000134853,PDGFRA,5156,2.6979403,4.3324588310182135e-09,4.4886041075264655e-07,4,WP_FOCAL_ADHESION,"HGF,CCND1,BCL2,LAMA1,SHC4,VWF,PDGFA,PDGFB,PDGFRA,FLNB,FLNA,PXN,nan,VTN,TESK2,FLNC,FLT1,PDGFRB,ITGA6,PIK3R1,PIK3R2,KDR,PAK1,ITGA1,ITGA2,PIK3CA,PDPK1,PIK3CB,PIK3CD,PTEN,RHOA,FN1,STYK1,PIP5K1C,CAPN2,MAPK9,MYL2,MAPK10,MAP2K1,MYL5,MYLK,PAK3,nan,nan,ARHGAP35,ARHGAP5,PAK2,CTNNB1,ITGA2B,ITGA3,ITGA4,PAK4,ITGA5,ITGA7,ITGB3,ITGB4,PPP1R12B,ITGB5,nan,ITGB7,PDGFD,MYL12A,ITGAV,PPP1CB,PPP1CC,ACTB,TNK2,ITGB1,PTK2,SRC,PPP1R12A,TNR,BCAR1,PARVG,RAC2,RAC3,TNXB,COL4A4,COL4A2,COL4A1,COL2A1,EGF,CRKL,COL1A2,COL1A1,CRK,ELK1,ITGB8,PTK6,nan,CAV1,ACTG1,MYL9,CAV2,nan,RAC1,nan,EGFR,RAF1,COL6A2,COL5A2,GSK3B,LAMA2,COL4A6,LAMA3,ACTN4,DIAPH1,RELN,PAK6,ACTN1,nan,IGF1R,LAMB2,LAMB3,LAMC1,PARVB,IGF1,nan,LAMC2,CDC42,LAMA4,MYLK3,LAMA5,LAMB1,ITGA11,SHC2,THBS1,ROCK2,THBS3,THBS2,TNC,TXK,BLK,VEGFD,MYLK2,TNK1,LINC02478,MET,SOS1,HRAS,THBS4,nan,ROCK1,nan,CCND2,PDGFC,PPP1R12C,CCND3,PARVA,ERBB2,MYLPF,AKT3,COL5A3,PRKCG,BRAF,VAV3,PRKCA,PRKCB,MAPK1,MAPK3,VAV2,nan,TLN1,RAP1A,RAP1B,TLN2,AKT1,MYLK4,SHC3,AKT2,BIRC2,PGF,VASP,nan,JUN,VEGFA,SPP1,VEGFC,VEGFB,BIRC3,BAD,RAPGEF1,XIAP,ILK,GRB2,COMP,LAMC3,nan,DOCK1,MAPK8,VCL,PIK3R3,nan,ZYX,SHC1,PPP1CA,FYN,ITGA8,ITGA10,nan,RASGRF1,MYL12B",202,186,"PDGFRA,KDR,MYL2,MAPK10,ITGB4,ITGB7,COL4A4,COL2A1,COL1A2,LAMA2,COL4A6,RELN,THBS2,BLK,TNK1,ITGA10",16,0.3652465635156257
